case_id,category,profile_index,profile_payload_hex,key_count,fidelity_unorm16,key_rate_uq8_8,qber_unorm16,expected_weight_uq16_16_hex,expected_feasible,terms_hex
911,finite_exact,3,0A2A5,1,3,128,65534,55577FFF,1,8000:55550000:10000:FFFF
912,finite_exact,3,0A2A5,3,65535,3,1,002BD557,1,2AAB:10000:2AAAAB:1
913,finite_exact,3,0A2A5,2,32767,1,32768,0082C003,1,4000:20002:800000:8001
914,finite_exact,3,0A2A5,16,3,255,1,55558882,1,800:55550000:8081:1
915,finite_exact,3,0A2A5,4,2,257,1,80001F81,1,2000:7FFF8000:7F80:1
916,finite_exact,3,0A2A5,15,32768,3,65535,002DB332,1,889:1FFFE:2AAAAB:10000
917,finite_exact,3,0A2A5,15,58982,65535,0,0001257A,1,889:11C71:80:0
918,finite_exact,3,0A2A5,8,65535,1024,32767,0001AFFF,1,1000:10000:2000:7FFF
919,finite_exact,3,0A2A5,1024,65535,65535,65534,0002009F,1,20:10000:80:FFFF
920,finite_exact,3,0A2A5,7,3,255,2,555592CC,1,1249:55550000:8081:2
921,finite_exact,3,0A2A5,1,65535,255,32768,00028082,1,8000:10000:8081:8001
922,finite_exact,3,0A2A5,1,58982,257,2,00021BF3,1,8000:11C71:7F80:2
923,finite_exact,3,0A2A5,7,3,3,65535,5580BCF4,1,1249:55550000:2AAAAB:10000
924,finite_exact,3,0A2A5,3,2,65535,2,7FFFAB2D,1,2AAB:7FFF8000:80:2
925,finite_exact,3,0A2A5,8,32768,1024,32768,0002AFFF,1,1000:1FFFE:2000:8001
926,finite_exact,3,0A2A5,8,32767,1024,65535,00033002,1,1000:20002:2000:10000
927,finite_exact,3,0A2A5,31,32768,257,2,000283A1,1,421:1FFFE:7F80:2
928,finite_exact,3,0A2A5,15,65535,1,1,0081088A,1,889:10000:800000:1
929,finite_exact,3,0A2A5,2,2,1024,32768,80006001,1,4000:7FFF8000:2000:8001
930,finite_exact,3,0A2A5,15,65534,3,32767,002C3334,1,889:10001:2AAAAB:7FFF
931,finite_exact,3,0A2A5,8,32767,255,2,00029085,1,1000:20002:8081:2
932,finite_exact,3,0A2A5,2,58982,255,65535,0002DCF2,1,4000:11C71:8081:10000
933,finite_exact,3,0A2A5,2,2,255,65535,80014081,1,4000:7FFF8000:8081:10000
934,finite_exact,3,0A2A5,8,2,256,65535,80011000,1,1000:7FFF8000:8000:10000
935,finite_exact,3,0A2A5,16,32768,255,65535,0003887F,1,800:1FFFE:8081:10000
936,finite_exact,3,0A2A5,8,2,127,32767,80011203,1,1000:7FFF8000:10204:7FFF
937,finite_exact,3,0A2A5,7,32767,1024,32767,0002B24A,1,1249:20002:2000:7FFF
938,finite_saturation,3,0A2A5,255,1,1,1,FFFFFFFE,1,81:FFFF0000:800000:1
939,finite_exact,3,0A2A5,255,3,65535,65534,55560100,1,81:55550000:80:FFFF
940,finite_exact,3,0A2A5,7,65534,2,32767,00419249,1,1249:10001:400000:7FFF
941,finite_exact,3,0A2A5,31,58982,128,65534,00032091,1,421:11C71:10000:FFFF
942,finite_exact,3,0A2A5,255,65535,127,65535,00030285,1,81:10000:10204:10000
943,finite_exact,3,0A2A5,1024,58982,3,65535,002CC73C,1,20:11C71:2AAAAB:10000
944,finite_exact,3,0A2A5,1024,32767,256,1,00028023,1,20:20002:8000:1
945,finite_exact,3,0A2A5,255,65535,65535,32768,00018102,1,81:10000:80:8001
946,finite_exact,3,0A2A5,255,65534,3,1,002BAB2E,1,81:10001:2AAAAB:1
947,finite_exact,3,0A2A5,2,32768,1024,2,00026000,1,4000:1FFFE:2000:2
948,finite_exact,3,0A2A5,255,65535,2,1,00410082,1,81:10000:400000:1
949,finite_exact,3,0A2A5,8,65535,3,2,002BBAAD,1,1000:10000:2AAAAB:2
950,finite_exact,3,0A2A5,2,32767,127,65534,00044205,1,4000:20002:10204:FFFF
951,finite_exact,3,0A2A5,8,3,2,32768,55959001,1,1000:55550000:400000:8001
952,finite_exact,3,0A2A5,31,32768,257,32768,000303A0,1,421:1FFFE:7F80:8001
953,finite_exact,3,0A2A5,1024,3,256,0,55558020,1,20:55550000:8000:0
954,finite_saturation,3,0A2A5,31,1,127,2,FFFFFFFE,1,421:FFFF0000:10204:2
955,finite_exact,3,0A2A5,1024,65535,127,0,00020224,1,20:10000:10204:0
956,finite_exact,3,0A2A5,1024,3,257,0,55557FA0,1,20:55550000:7F80:0
957,finite_exact,3,0A2A5,15,2,3,2,802A3336,1,889:7FFF8000:2AAAAB:2
958,finite_saturation,3,0A2A5,65535,1,1,32767,FFFFFFFE,1,1:FFFF0000:800000:7FFF
959,finite_exact,3,0A2A5,16,32767,128,2,00030804,1,800:20002:10000:2
960,finite_exact,3,0A2A5,4,32768,128,32767,00039FFD,1,2000:1FFFE:10000:7FFF
961,finite_exact,3,0A2A5,3,3,255,32767,55562B2B,1,2AAB:55550000:8081:7FFF
962,finite_exact,3,0A2A5,15,32767,256,1,0002888C,1,889:20002:8000:1
963,finite_exact,3,0A2A5,15,2,2,32768,8040088A,1,889:7FFF8000:400000:8001
964,finite_exact,3,0A2A5,7,2,1,32767,80801248,1,1249:7FFF8000:800000:7FFF
965,finite_saturation,3,0A2A5,8,1,65535,65535,FFFFFFFE,1,1000:FFFF0000:80:10000
966,finite_exact,3,0A2A5,31,3,257,65534,555683A0,1,421:55550000:7F80:FFFF
967,finite_saturation,3,0A2A5,2,1,256,65534,FFFFFFFE,1,4000:FFFF0000:8000:FFFF
968,finite_exact,3,0A2A5,15,65534,3,2,002BB337,1,889:10001:2AAAAB:2
969,finite_exact,3,0A2A5,1024,65534,65535,2,000100A3,1,20:10001:80:2
970,finite_exact,3,0A2A5,4,65534,255,1,0001A083,1,2000:10001:8081:1
971,finite_exact,3,0A2A5,255,65534,127,32768,00028287,1,81:10001:10204:8001
972,finite_exact,3,0A2A5,4,32768,128,1,00031FFF,1,2000:1FFFE:10000:1
973,finite_exact,3,0A2A5,65535,32768,256,32768,00030000,1,1:1FFFE:8000:8001
974,finite_exact,3,0A2A5,16,65534,1024,1,00012802,1,800:10001:2000:1
975,finite_exact,3,0A2A5,255,58982,255,1,00019D74,1,81:11C71:8081:1
976,finite_exact,3,0A2A5,1,65534,2,0,00418001,1,8000:10001:400000:0
977,finite_exact,3,0A2A5,15,3,257,2,5555880B,1,889:55550000:7F80:2
978,finite_exact,3,0A2A5,3,2,128,32767,80012AAA,1,2AAB:7FFF8000:10000:7FFF
979,finite_exact,3,0A2A5,31,65535,1024,32767,0001A420,1,421:10000:2000:7FFF
980,finite_exact,3,0A2A5,2,65535,256,65535,0002C000,1,4000:10000:8000:10000
981,finite_exact,3,0A2A5,15,1,65535,32768,FFFF890A,1,889:FFFF0000:80:8001
982,finite_exact,3,0A2A5,1,32768,2,65535,00437FFE,1,8000:1FFFE:400000:10000
983,finite_exact,3,0A2A5,1024,3,257,1,55557FA1,1,20:55550000:7F80:1
984,finite_exact,3,0A2A5,2,32768,127,32768,0003C203,1,4000:1FFFE:10204:8001
985,finite_exact,3,0A2A5,16,2,1,65534,808087FF,1,800:7FFF8000:800000:FFFF
986,finite_exact,3,0A2A5,16,58982,256,65534,0002A470,1,800:11C71:8000:FFFF
987,finite_exact,3,0A2A5,1024,58982,65535,65534,00021D10,1,20:11C71:80:FFFF
988,finite_saturation,3,0A2A5,65535,1,255,65534,FFFFFFFE,1,1:FFFF0000:8081:FFFF
989,finite_exact,3,0A2A5,31,32767,127,32768,00038628,1,421:20002:10204:8001
990,finite_exact,3,0A2A5,4,2,128,1,8000A001,1,2000:7FFF8000:10000:1
991,finite_exact,3,0A2A5,1,32768,257,32768,00037F7F,1,8000:1FFFE:7F80:8001
992,finite_saturation,3,0A2A5,3,1,128,65535,FFFFFFFE,1,2AAB:FFFF0000:10000:10000
993,finite_exact,3,0A2A5,31,3,255,65535,555684A2,1,421:55550000:8081:10000
994,finite_exact,3,0A2A5,7,2,255,2,800012CC,1,1249:7FFF8000:8081:2
995,finite_exact,3,0A2A5,16,3,257,65534,5556877F,1,800:55550000:7F80:FFFF
996,finite_exact,3,0A2A5,3,1,65535,2,FFFF2B2D,1,2AAB:FFFF0000:80:2
997,finite_exact,3,0A2A5,31,3,3,2,557FAECE,1,421:55550000:2AAAAB:2
998,finite_saturation,3,0A2A5,7,1,128,0,FFFFFFFE,1,1249:FFFF0000:10000:0
999,finite_exact,3,0A2A5,1,2,1,32768,80808001,1,8000:7FFF8000:800000:8001
1000,finite_exact,3,0A2A5,15,2,255,65534,80010909,1,889:7FFF8000:8081:FFFF
1001,finite_saturation,3,0A2A5,1024,1,128,0,FFFFFFFE,1,20:FFFF0000:10000:0
1002,finite_exact,3,0A2A5,255,65534,257,1,00018003,1,81:10001:7F80:1
1003,finite_exact,3,0A2A5,31,1,256,2,FFFF8423,1,421:FFFF0000:8000:2
1004,finite_exact,3,0A2A5,255,2,1,65534,80808080,1,81:7FFF8000:800000:FFFF
1005,finite_exact,3,0A2A5,16,2,255,65534,80010880,1,800:7FFF8000:8081:FFFF
1006,finite_exact,3,0A2A5,1024,58982,1024,1,00013C92,1,20:11C71:2000:1
1007,finite_exact,3,0A2A5,1,2,256,2,80008002,1,8000:7FFF8000:8000:2
1008,finite_exact,3,0A2A5,15,2,1,65534,80808888,1,889:7FFF8000:800000:FFFF
1009,finite_exact,3,0A2A5,255,32767,255,65534,00038103,1,81:20002:8081:FFFF
1010,finite_exact,3,0A2A5,7,2,256,32767,80009248,1,1249:7FFF8000:8000:7FFF
1011,finite_exact,3,0A2A5,15,32767,256,32768,0003088C,1,889:20002:8000:8001
1012,finite_exact,3,0A2A5,31,58982,255,32768,00022114,1,421:11C71:8081:8001
1013,finite_exact,3,0A2A5,1,65534,2,32767,00420000,1,8000:10001:400000:7FFF
1014,finite_exact,3,0A2A5,3,32768,2,32767,0042AAA8,1,2AAB:1FFFE:400000:7FFF
1015,finite_exact,3,0A2A5,16,3,2,2,55950802,1,800:55550000:400000:2
1016,finite_exact,3,0A2A5,8,32767,1,32767,00829001,1,1000:20002:800000:7FFF
1017,finite_exact,3,0A2A5,65535,58982,127,65535,00031E76,1,1:11C71:10204:10000
1018,finite_exact,3,0A2A5,255,3,127,32768,55568286,1,81:55550000:10204:8001
1019,finite_exact,3,0A2A5,3,65534,3,65534,002CD556,1,2AAB:10001:2AAAAB:FFFF
1020,finite_exact,3,0A2A5,16,65534,257,1,00018782,1,800:10001:7F80:1
1021,finite_saturation,3,0A2A5,15,1,257,32768,FFFFFFFE,1,889:FFFF0000:7F80:8001
1022,finite_exact,3,0A2A5,1,65535,65535,65534,0002807F,1,8000:10000:80:FFFF
1023,finite_exact,3,0A2A5,8,32767,256,32767,00031001,1,1000:20002:8000:7FFF
1024,finite_exact,3,0A2A5,3,58982,257,32767,0002469B,1,2AAB:11C71:7F80:7FFF
1025,finite_exact,3,0A2A5,16,58982,2,32767,0041A470,1,800:11C71:400000:7FFF
1026,finite_exact,3,0A2A5,15,32768,127,0,00030A8B,1,889:1FFFE:10204:0
1027,finite_exact,3,0A2A5,8,32767,255,2,00029085,1,1000:20002:8081:2
1028,finite_exact,3,0A2A5,8,2,255,1,80001082,1,1000:7FFF8000:8081:1
1029,finite_exact,3,0A2A5,8,58982,1024,32768,0001CC72,1,1000:11C71:2000:8001
1030,finite_saturation,3,0A2A5,255,1,2,0,FFFFFFFE,1,81:FFFF0000:400000:0
1031,finite_exact,3,0A2A5,31,3,65535,2,555504A3,1,421:55550000:80:2
1032,finite_exact,3,0A2A5,3,58982,255,65535,0002C79D,1,2AAB:11C71:8081:10000
1033,finite_exact,3,0A2A5,15,32767,255,32767,0003090B,1,889:20002:8081:7FFF
1034,finite_exact,3,0A2A5,15,65535,128,1,0002088A,1,889:10000:10000:1
1035,finite_exact,3,0A2A5,7,32767,255,32767,000312CB,1,1249:20002:8081:7FFF
1036,finite_exact,3,0A2A5,31,32767,65535,1,000204A4,1,421:20002:80:1
1037,finite_exact,3,0A2A5,15,65535,257,2,0001880B,1,889:10000:7F80:2
1038,finite_exact,3,0A2A5,15,32768,257,2,00028809,1,889:1FFFE:7F80:2
1039,finite_exact,3,0A2A5,31,2,257,32768,800083A2,1,421:7FFF8000:7F80:8001
1040,finite_exact,3,0A2A5,15,65534,1,65535,0082088A,1,889:10001:800000:10000
1041,finite_exact,3,0A2A5,31,32768,255,2,000284A2,1,421:1FFFE:8081:2
1042,finite_exact,3,0A2A5,8,65535,1,2,00811002,1,1000:10000:800000:2
1043,finite_exact,3,0A2A5,3,65535,3,65535,002CD556,1,2AAB:10000:2AAAAB:10000
1044,finite_exact,3,0A2A5,3,58982,1024,65535,0002671C,1,2AAB:11C71:2000:10000
1045,finite_exact,3,0A2A5,255,2,3,0,802A2B2C,1,81:7FFF8000:2AAAAB:0
1046,finite_exact,3,0A2A5,255,32767,1024,65534,00032082,1,81:20002:2000:FFFF
1047,finite_exact,3,0A2A5,15,32767,257,65535,0003880B,1,889:20002:7F80:10000
1048,finite_exact,3,0A2A5,255,32767,255,65535,00038104,1,81:20002:8081:10000
1049,finite_exact,3,0A2A5,15,3,1,32768,55D5888A,1,889:55550000:800000:8001
1050,finite_exact,3,0A2A5,8,2,1024,0,7FFFB000,1,1000:7FFF8000:2000:0
1051,finite_exact,3,0A2A5,16,3,1024,0,55552800,1,800:55550000:2000:0
1052,finite_exact,3,0A2A5,31,2,2,2,803F8423,1,421:7FFF8000:400000:2
1053,finite_exact,3,0A2A5,255,65535,3,1,002BAB2D,1,81:10000:2AAAAB:1
1054,finite_exact,3,0A2A5,1,32768,256,1,0002FFFF,1,8000:1FFFE:8000:1
1055,finite_exact,3,0A2A5,3,3,1024,65535,55564AAB,1,2AAB:55550000:2000:10000
