test_id,src_node,dst_node,time_now,f_min_q016,key_counts,f_init_q016,decay_idx,arrival_rate_q8_8,qber_q016,distance_cost_q16_16,candidate_paths,candidate_lens,expected_selected_path_id,expected_best_weight,expected_bottleneck_fidelity,expected_valid_path,tolerance,intent
R182_seeded_random,4,3,2182,62473,3|2|3|0|0|0|1|1,43711|53350|38968|39452|48799|33922|56376|53787,32|16|128|0|2|0|128|128,511|512|0|0|1200|0|1200|100,9830|9830|9830|655|9830|655|9830|6554,2866922|456997|2703976|1394177|2323688|2611873|2508189|2838042,5-1-0-7|7-15-0-0|10-6-0-0|5-2-4-0,4|2|2|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R183_seeded_random,2,1,2183,60715,1|3|7|15|0|1|15|3,64417|44673|48775|46672|59371|46724|60977|46442,16|128|64|0|16|64|32|64,512|0|1024|128|1600|128|512|300,328|6554|1311|655|6554|9830|6554|1311,3542641|3439177|967151|3160185|1612213|817820|3583088|1575629,1-5-0-0|2-3-4-0|7-15-3-1|0-0-0-0,3|3|4|1,0,4294967295,0,0,0,random high-threshold regression
R184_seeded_random,3,6,2184,47761,4|10|6|10|4|5|5|5,61615|60627|60640|59997|64299|64932|61423|64378,2|12|2|4|0|0|4|8,1800|700|300|1800|512|512|1500|1023,5243|3277|5243|655|328|1966|1966|1311,2204622|1294130|1186243|1995314|2271364|2081748|1764974|1536684,3-2-2-0|4-3-0-0|7-0-0-0|3-3-7-0,3|2|1|3,2,1687066,50137,1,0,random low-threshold arithmetic regression
R185_seeded_random,3,3,2185,56100,3|6|12|3|12|10|15|6,59700|64875|62531|64253|59771|60175|60953|61876,1|3|5|3|4|3|1|12,1500|512|1023|1200|1023|1024|1200|1024,3277|5243|655|328|655|1966|328|655,956920|1222322|1881243|379170|992078|565179|1348071|2286165,7-5-6-5|5-6-0-0|5-3-7-6|3-0-0-0,4|2|4|1,3,460674,58501,1,0,random valid-biased regression
R186_seeded_random,2,3,2186,59248,2|3|4|0|2|2|7|15,62403|64256|52125|52754|53881|49359|64711|54919,3|128|8|2|255|16|32|1,128|300|1600|512|128|0|128|512,655|655|9830|328|328|328|3277|3277,2717435|696176|3634910|1031100|3686709|612357|3551227|2502253,6-0-0-0|7-5-0-0|0-3-4-0|0-4-3-10,1|2|3|4,0,4294967295,0,0,0,random mixed valid/invalid regression
R187_seeded_random,1,5,2187,57629,0|0|0|2|1|2|0|0,57587|36563|57445|47831|33395|42996|34475|40129,8|8|16|128|32|16|32|2,0|300|300|300|900|512|1200|1200,3277|655|6554|6554|3277|655|3277|9830,1542718|1670986|2272297|2708618|2355360|1495123|1572004|1339957,1-4-0-0|5-0-0-0|10-2-0-0|5-4-0-0,2|1|2|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R188_seeded_random,1,2,2188,60985,3|3|7|7|15|4|2|7,46698|50168|62557|64122|54296|45185|57743|44777,255|64|255|2|128|3|0|255,1023|511|300|700|700|512|512|511,3277|655|328|3277|9830|6554|655|6554,2717785|247296|1003627|2182317|2799113|3051042|3708433|2449522,5-1-0-0|6-0-0-0|1-0-0-0|7-0-1-0,2|1|1|3,0,4294967295,0,0,0,random high-threshold regression
R189_seeded_random,5,4,2189,47548,2|2|1|3|15|2|12|3,63631|61372|65005|61594|61745|59891|59506|59910,12|12|2|4|2|8|5|4,1800|512|512|300|1023|512|300|1200,655|3277|1966|655|3277|655|328|3277,2125995|1744425|997226|1484793|1095645|2258283|2212519|783066,7-7-6-4|5-5-7-0|5-6-4-7|1-0-0-0,4|3|4|1,0,5381134,50897,1,0,random low-threshold arithmetic regression
R190_seeded_random,5,2,2190,52630,10|1|6|2|5|3|3|8,63916|60116|59907|59328|63597|63829|62937|63707,12|5|0|8|3|2|1|1,1500|1200|300|300|300|300|512|511,5243|328|655|1311|1311|3277|3277|5243,1522756|2227318|2063892|1201206|1982279|765116|1447250|832009,6-5-0-0|2-2-0-0|0-0-0-0|3-0-0-0,2|2|2|1,0,2388282,59960,1,0,random valid-biased regression
R191_seeded_random,3,3,2191,54622,3|1|0|15|1|0|3|7,58976|56467|46615|52300|61853|64112|42866|56789,64|8|3|0|255|255|128|0,0|1024|1023|512|511|1600|1023|1600,9830|328|9830|328|1311|655|1311|655,1574533|3101366|3914233|943335|3844526|1118203|1241945|1088129,3-3-9-15|0-0-0-0|7-4-0-0|5-9-0-0,4|0|2|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R192_seeded_random,7,0,2192,59809,3|0|3|3|0|1|0|0,33123|44543|36980|58669|47136|54666|51116|54483,16|2|16|2|32|0|16|32,511|511|0|512|100|1200|0|300,655|655|6554|3277|9830|655|3277|9830,2498639|2472491|2819457|2993303|2743517|3008299|592754|2787651,0-9-5-0|10-5-0-0|4-7-0-0|15-6-0-0,3|2|2|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R193_seeded_random,7,3,2193,61757,3|8|1|2|3|15|4|0,43792|54047|63440|47269|57715|57645|58094|63319,32|3|32|16|16|1|2|8,0|1600|300|128|511|1023|511|511,6554|6554|3277|9830|1311|9830|1311|1311,2331965|2025775|2516387|1438803|372875|3594067|3858150|1806125,7-1-2-2|0-0-0-0|5-0-0-0|2-6-1-0,4|1|2|3,0,4294967295,0,0,0,random high-threshold regression
R194_seeded_random,2,7,2194,48851,2|4|15|8|8|2|2|1,64121|60271|62437|62045|63328|62700|59318|61034,5|8|5|0|3|1|12|4,1800|1800|1024|1200|1024|1200|1500|300,5243|328|1966|328|3277|1311|3277|328,1867533|968638|1895136|376796|1553388|1736432|1594931|403288,3-7-0-0|6-7-0-0|4-5-6-0|6-0-0-0,2|2|3|1,0,980540,53861,1,0,random low-threshold arithmetic regression
R195_seeded_random,4,1,2195,46727,10|2|10|12|2|1|4|8,61342|60429|59467|62149|62204|64421|63041|60205,0|4|3|2|12|12|4|4,700|1024|511|1023|1500|700|511|1500,1311|328|1311|328|655|5243|655|1966,2183812|1442419|408093|1790464|708296|1882714|989742|434036,2-5-3-0|4-0-0-0|3-0-0-0|3-0-0-0,3|1|1|1,2,1868824,58382,1,0,random valid-biased regression
R196_seeded_random,7,4,2196,51840,3|4|8|8|15|0|4|7,60946|51820|47724|47233|62666|46399|58797|54339,3|8|16|3|2|255|2|0,128|300|512|511|1023|700|0|1600,9830|9830|328|3277|1311|9830|328|1311,2990887|2405009|3387135|3784533|342246|1553479|220527|804385,5-2-0-0|9-7-0-0|3-4-0-0|1-4-0-0,2|2|2|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R197_seeded_random,7,4,2197,59875,0|0|0|2|0|0|3|2,45625|36726|33871|55226|58863|56314|38346|53499,32|64|64|128|128|255|128|2,100|511|900|900|300|0|0|300,655|3277|655|9830|6554|3277|3277|9830,1777141|1741336|3231559|1230739|2418412|2630551|528011|780829,4-6-15-0|0-2-2-6|4-7-1-0|5-6-5-1,3|4|3|4,0,4294967295,0,0,0,random invalid/no-path stress regression
R198_seeded_random,2,2,2198,59942,0|0|4|2|3|3|15|2,47344|51824|47727|64322|45616|56464|58526|52425,1|3|3|3|0|0|32|1,1024|512|512|511|1024|1023|1600|700,6554|6554|9830|9830|9830|9830|1311|6554,3442855|440649|2870265|177111|2096176|2360912|3914241|2879826,5-0-0-0|5-7-0-0|6-3-0-0|0-0-0-0,1|2|2|2,0,4294967295,0,0,0,random high-threshold regression
R199_seeded_random,6,5,2199,44861,12|5|1|1|12|15|4|5,61369|59834|64434|64386|63711|64970|62705|61340,5|12|8|12|3|2|8|0,700|1023|1800|1023|1500|1023|700|512,5243|5243|328|3277|1966|3277|5243|328,1542578|1699097|410794|506733|923237|1667332|1623699|1053555,4-0-2-0|3-0-0-0|7-0-0-0|5-2-7-7,4|1|1|4,2,1112355,61339,1,0,random low-threshold arithmetic regression
